[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
Na II     |                   434.4108     |                   434.4124     |     250 | 4.32e+07  | B+   |   308860.80        -    331873.93       | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]*  | 1   |   1 - 3   |    |                T7663 |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                   434.4736     |                   434.4733     |       5 | 6.50e+05  | C+   |    16973.36619     -     39983.27       | 2p6.3p                | 2P*     | 3/2 | 2p6.10s               | 2S       | 1/2 |   4 - 2   |    |                  c30 |         L6096  |
Na VI     |                                |                   435          |         | 5.57e+03  | E    |  1067760           -   1090760          | 2s.2p2.(4P).3d        | 3D      | 1   | 2s2.2p.4s             | 3P*      | 2   |   3 - 5   |    |           T5520c2,LS |                |
Na II     |                   435.360      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   436          |         | 5.48e+07  | A    |  1538950?          -   1561890?         | 2s.2p.(1P*).4s        | 2P*     | 1/2 | 2s.2p.(1P*).4p        | 2D       | 3/2 |   2 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   436          |         | 1.10e+07  | B+   |  1538950?          -   1561890?         | 2s.2p.(1P*).4s        | 2P*     | 3/2 | 2s.2p.(1P*).4p        | 2D       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   436          |         | 6.58e+07  | A    |  1538950?          -   1561890?         | 2s.2p.(1P*).4s        | 2P*     | 3/2 | 2s.2p.(1P*).4p        | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na II     |                   436.8600     |                   436.8588     |     200 | 3.59e+07  | B    |   308860.80        -    331745.06       | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 1   |   1 - 3   |    |                T6036 |          L914  |
Na II     |                   437.5215     |                   437.522+     |     200 |           |      |   331123.04        -    353972.63       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   9 - 9   |    |                      |          L914  |
Na II     |                   437.819      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   438          |         | 3.13e+05  | C    |  1392800           -   1415630          | 2p2.(1D).3p           | 2D*     | 3/2 | 2p2.(1D).3d           | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   438          |         | 4.68e+05  | C    |  1392800           -   1415630          | 2p2.(1D).3p           | 2D*     | 5/2 | 2p2.(1D).3d           | 2D       | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   438          |         | 1.30e+05  | C    |  1646130           -   1668940?         | 2p2.(3P).4p           | 4D*     | 3/2 | 2p2.(3P).4d           | 4P       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   438          |         | 4.21e+06  | B    |  1392800           -   1415630          | 2p2.(1D).3p           | 2D*     | 3/2 | 2p2.(1D).3d           | 2D       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   438          |         | 2.57e+05  | C    |  1646130           -   1668940?         | 2p2.(3P).4p           | 4D*     | 5/2 | 2p2.(3P).4d           | 4P       | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   438          |         | 4.38e+06  | B+   |  1392800           -   1415630          | 2p2.(1D).3p           | 2D*     | 5/2 | 2p2.(1D).3d           | 2D       | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   438          |         | 1.29e+07  | B+   |  1104620           -   1127430          | 2s.2p.(3P*).3s        | 2P*     | 3/2 | 2s.2p.(3P*).3p        | 2P       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   438.4194     |                   438.420+     |     160 |           |      |   331123.04        -    353925.81       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   9 - 7   |    |                      |          L914  |
Na II     |                   438.7489     |                   438.748+     |     200 |           |      |   331186.70        -    353972.42       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   7 - 7   |    |                      |          L914  |
Na VI     |                                |                   439          |         | 8.11e+04  | E    |  1067970           -   1090760          | 2s.2p2.(4P).3d        | 3D      | 2   | 2s2.2p.4s             | 3P*      | 2   |   5 - 5   |    |           T5520c2,LS |                |
Na I      |                   439.0029     |                   439.0022     |       8 | 9.83e+05  | B+   |    16956.17025     -     39728.70       | 2p6.3p                | 2P*     | 1/2 | 2p6.8d                | 2D       | 3/2 |   2 - 4   |    |                  c30 |         L6096  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   439.2814     |                   439.281+     |     250 |           |      |   331123.04        -    353881.13       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]   | 5   |   9 - 11  |    |                      |          L914  |
Na I      |                   439.3340     |                   439.3340     |      9* | 1.17e+06  | B+   |    16973.36619     -     39728.70       | 2p6.3p                | 2P*     | 3/2 | 2p6.8d                | 2D       | 5/2 |   4 - 6   |    |                  c30 |         L6096  |
Na I      |                   439.3340     |                   439.3340     |      9* | 1.95e+05  | B    |    16973.36619     -     39728.70       | 2p6.3p                | 2P*     | 3/2 | 2p6.8d                | 2D       | 3/2 |   4 - 4   |    |                  c30 |         L6096  |
Na II     |                   439.6317     |                   439.630+     |     160 |           |      |   331186.70        -    353926.69       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |                      |          L914  |
Na VII    |                                |                   440          |         | 8.67e+06  | B    |  1570080           -   1592820          | 2s2.7d                | 2D      | 3/2 | 2s.2p.(3P*).5d        | 2F*      | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   440          |         | 6.17e+05  | C    |  1570080           -   1592820          | 2s2.7d                | 2D      | 5/2 | 2s.2p.(3P*).5d        | 2F*      | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na II     |                   440.141      |                                |      90 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   440.5113     |                   440.512+     |     200 |           |      |   331186.70        -    353881.16       | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]   | 4   |   7 - 9   |    |                      |          L914  |
Na I      |                   441.9885     |                   441.9883     |       6 | 2.82e+05  | C+   |    16956.17025     -     39574.85       | 2p6.3p                | 2P*     | 1/2 | 2p6.9s                | 2S       | 1/2 |   2 - 2   |    |                  c30 |         L6096  |
Na I      |                   442.3246     |                   442.3246     |       7 | 5.61e+05  | C+   |    16973.36619     -     39574.85       | 2p6.3p                | 2P*     | 3/2 | 2p6.9s                | 2S       | 1/2 |   4 - 2   |    |                  c30 |         L6096  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                   443.23       |                   443.234      |     310 | 1.4e+07   | D    |   263745.3         -    286300.4        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).4s       | 4P*      | 5/2 |   4 - 6   |    |                T5209 |         L6269  |
Na II     |                   443.518      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   443.53       |         | 1.75e+04  | D    |   572393.8         -    594934.         | 2s2.2p3.(2D*).3p      | 3D      | 2   | 2s2.2p3.(4S*).3d      | 3D*      | 3   |   5 - 7   |    |             T7663c11 |                |
Na II     |                   443.847      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   443.931      |         | 2.85e+04  | D+   |   572379.5         -    594899.2        | 2s2.2p3.(2D*).3p      | 3D      | 1   | 2s2.2p3.(4S*).3d      | 3D*      | 2   |   3 - 5   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VI     |                                |                   444          |         | 4.38e+05  | D    |  1068260           -   1090760          | 2s.2p2.(4P).3d        | 3D      | 3   | 2s2.2p.4s             | 3P*      | 2   |   7 - 5   |    |           T5520c2,LS |                |
Na II     |                   444.100      |                                |     100 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   444.150      |         | 1.44e+05  | D+   |   572379.5         -    594888.1        | 2s2.2p3.(2D*).3p      | 3D      | 1   | 2s2.2p3.(4S*).3d      | 3D*      | 1   |   3 - 3   |    |             T7663c11 |                |
Na IV     |                                |                   444.213      |         | 1.41e+05  | C    |   572393.8         -    594899.2        | 2s2.2p3.(2D*).3p      | 3D      | 2   | 2s2.2p3.(4S*).3d      | 3D*      | 2   |   5 - 5   |    |             T7663c11 |                |
Na II     |                   444.259      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   444.320      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   444.432      |         | 5.47e+04  | D+   |   572393.8         -    594888.1        | 2s2.2p3.(2D*).3p      | 3D      | 2   | 2s2.2p3.(4S*).3d      | 3D*      | 1   |   5 - 3   |    |             T7663c11 |                |
Na II     |                   444.5928     |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   444.6695     |                   444.669+     |     200 |           |      |   332802.21        -    355284.53       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |                      |          L914  |
Na II     |                   444.7411     |                   444.741+     |     200 |           |      |   332802.21        -    355280.89       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   445.183      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   445.4564     |                   445.456+     |       5 |           |      |   332841.93        -    355284.53       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |                      |          L914  |
Na II     |                   445.4736     |                   445.473+     |     200 |           |      |   332841.93        -    355283.70       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |                      |          L914  |
Na II     |                   445.5224     |                   445.523+     |     200 |           |      |   332841.93        -    355281.16       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |                      |          L914  |
Na II     |                   445.7025     |                   445.703+     |      20 |           |      |   331496.51        -    353926.69       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   445.7223     |                   445.720+     |     200 |           |      |   331496.51        -    353925.81       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |                      |          L914  |
Na II     |                   445.951      |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   446          |         | 1.84e+06  | C+   |  1452100           -   1474530?         | 2s.2p.(3P*).4p        | 2D      | 3/2 | 2s.2p.(3P*).4d        | 2P*      | 1/2 |   4 - 2   |    |           T7192c3,LS |                |
Na IV     |                                |                   446.54       |         | 1.69e+05  | C    |   572546.0         -    594934.         | 2s2.2p3.(2D*).3p      | 3D      | 3   | 2s2.2p3.(4S*).3d      | 3D*      | 3   |   7 - 7   |    |             T7663c11 |                |
Na IV     |                                |                   447.10       |         | 9.08e+05  | C+   |   550186.          -    572546.0        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 3   |   5 - 7   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   447.210      |                                |     100 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   447.238      |         | 3.36e+04  | D+   |   572546.0         -    594899.2        | 2s2.2p3.(2D*).3p      | 3D      | 3   | 2s2.2p3.(4S*).3d      | 3D*      | 2   |   7 - 5   |    |             T7663c11 |                |
Na II     |                   447.274      |                                |      90 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   447.4633     |                   447.463+     |     200 |           |      |   331496.51        -    353838.44       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   5 - 5   |    |                      |          L914  |
Na II     |                   447.8623     |                   447.864+     |     100 |           |      |   332962.57        -    355284.53       | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   447.8797     |                   447.880+     |     200 |           |      |   332962.57        -    355283.70       | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |                      |          L914  |
Na II     |                   448.0423     |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   448.1664     |                   448.167+     |     200 |           |      |   331665.59        -    353972.42       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |                      |          L914  |
Na II     |                   448.779      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   449.0162     |                   449.015+     |     200 |           |      |   331707.90        -    353972.63       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   449.0869     |                   449.088+     |     200 |           |      |   331665.59        -    353926.69       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |                      |          L914  |
Na II     |                   449.1037     |                   449.106+     |      10 |           |      |   331665.59        -    353925.81       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |                      |          L914  |
Na I      |                   449.4177     |                   449.4180     |      10 | 1.23e+06  | B+   |    16956.17025     -     39200.93       | 2p6.3p                | 2P*     | 1/2 | 2p6.7d                | 2D       | 3/2 |   2 - 4   |    |                  c30 |         L6096  |
Na IV     |                                |                   449.58       |         | 7.00e+05  | C    |   550157.          -    572393.8        | 2s2.2p3.(2P*).3s      | 3P*     | 1   | 2s2.2p3.(2D*).3p      | 3D       | 2   |   3 - 5   |    |             T7663c11 |                |
Na II     |                   449.615      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                   449.7658     |                   449.7657     |     11* | 2.44e+05  | B    |    16973.36619     -     39200.93       | 2p6.3p                | 2P*     | 3/2 | 2p6.7d                | 2D       | 3/2 |   4 - 4   |    |                  c30 |         L6096  |
Na I      |                   449.7658     |                   449.7657     |     11* | 1.46e+06  | B+   |    16973.36619     -     39200.93       | 2p6.3p                | 2P*     | 3/2 | 2p6.7d                | 2D       | 5/2 |   4 - 6   |    |                  c30 |         L6096  |
Na IV     |                                |                   449.87       |         | 3.29e+05  | C    |   550157.          -    572379.5        | 2s2.2p3.(2P*).3s      | 3P*     | 1   | 2s2.2p3.(2D*).3p      | 3D       | 1   |   3 - 3   |    |             T7663c11 |                |
Na IV     |                                |                   449.89       |         | 4.87e+05  | C    |   550158.?         -    572379.5        | 2s2.2p3.(2P*).3s      | 3P*     | 0   | 2s2.2p3.(2D*).3p      | 3D       | 1   |   1 - 3   |    |             T7663c11 |                |
Na II     |                   449.9431     |                   449.943+     |      20 |           |      |   331707.90        -    353926.69       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   449.9615     |                   449.961+     |     200 |           |      |   331707.90        -    353925.81       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |                      |          L914  |
Na VII    |                                |                   450          |         | 7.52e+03  | D    |  1646130           -   1668340?         | 2p2.(3P).4p           | 4D*     | 3/2 | 2p2.(3P).4d           | 4P       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na VII    |                                |                   450          |         | 6.78e+04  | C    |  1646130           -   1668340?         | 2p2.(3P).4p           | 4D*     | 5/2 | 2p2.(3P).4d           | 4P       | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na VII    |                                |                   450          |         | 3.01e+05  | C+   |  1646130           -   1668340?         | 2p2.(3P).4p           | 4D*     | 7/2 | 2p2.(3P).4d           | 4P       | 5/2 |   8 - 6   |    |           T7192c3,LS |                |
Na IV     |                                |                   450.17       |         | 1.78e+05  | C    |   550186.          -    572393.8        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 2   |   5 - 5   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   450.3693     |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   450.46       |         | 2.10e+04  | D    |   550186.          -    572379.5        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 1   |   5 - 3   |    |             T7663c11 |                |
Na II     |                   450.6972     |                   450.697+     |     200 |           |      |   331745.06        -    353926.69       | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |                      |          L914  |
Na II     |                   450.8997     |                   450.900+     |     130 |           |      |   331665.59        -    353837.23       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   5 - 3   |    |                      |          L914  |
Na VII    |                                |                   451          |         | 4.74e+06  | B    |  1104620           -   1126810          | 2s.2p.(3P*).3s        | 2P*     | 3/2 | 2s.2p.(3P*).3p        | 2P       | 1/2 |   4 - 2   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   451.0475     |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   451.441      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   451.7380     |                   451.738+     |     130 |           |      |   331707.90        -    353838.44       | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   7 - 5   |    |                      |          L914  |
Na II     |                   451.9201     |                   451.920+     |     200 |           |      |   333162.94        -    355284.53       | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |                      |          L914  |
Na II     |                   452.4977     |                   452.497+     |     200 |           |      |   331745.06        -    353838.44       | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   452.661      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   452.931      |                   452.93+      |      90 |           |      |   342971.0         -    365043.5        | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s | 2[1/2]*  | 1   |   3 - 3   |    |                      |          L914  |
Na II     |                   453.3323     |                   453.331+     |     200 |           |      |   331873.93        -    353926.69       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |                      |          L914  |
Na II     |                   453.803      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   454.1633     |                   454.1633     |       7 | 3.76e+05  | B    |    16956.17025     -     38968.51       | 2p6.3p                | 2P*     | 1/2 | 2p6.8s                | 2S       | 1/2 |   2 - 2   |    |                  c30 |         L6096  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                   454.5186     |                   454.5184     |       8 | 7.50e+05  | B    |    16973.36619     -     38968.51       | 2p6.3p                | 2P*     | 3/2 | 2p6.8s                | 2S       | 1/2 |   4 - 2   |    |                  c30 |         L6096  |
Na V      |                                |                   454.7        |         | 1.41e-01  | C+   |   350760           -    372744          | 2s.2p4                | 2S      | 1/2 | 2s.2p4                | 2P       | 3/2 |   2 - 4   | M1 |             T7663c11 |                |
Na II     |                   454.7845     |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   454.950      |                                |      45 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   455.1518     |                   455.152+     |     200 |           |      |   331873.93        -    353838.44       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   455.1787     |                   455.177+     |      80 |           |      |   331873.93        -    353837.23       | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   3 - 3   |    |                      |          L914  |
Na II     |                   455.832      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   456.907      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   457.0443     |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na V      |                                |                   457.3        |         | 2.42e+06  | C    |   919070           -    940930          | 2s.2p3.(3P*).3s       | 4P*     | 3/2 | 2s2.2p2.(3P).4d       | 4P       | 3/2 |   4 - 4   |    |               u21,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na V      |                                |                   457.3        |         | 8.18e+06  | C+   |   919070           -    940930          | 2s.2p3.(3P*).3s       | 4P*     | 5/2 | 2s2.2p2.(3P).4d       | 4P       | 3/2 |   6 - 4   |    |               u21,LS |                |
Na V      |                                |                   457.3        |         | 7.55e+06  | C+   |   919070           -    940930          | 2s.2p3.(3P*).3s       | 4P*     | 1/2 | 2s2.2p2.(3P).4d       | 4P       | 3/2 |   2 - 4   |    |               u21,LS |                |
Na II     |                   457.355      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   457.842      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   458.4383     |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   459.0933     |                   459.0936     |     160 | 2.0e+06   | E    |   308860.80        -    330636.75       | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   1 - 3   |    |             T6036c79 |          L914  |
Na II     |                   459.819      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   459.974      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   460          |         | 1.67e+05  | C    |  1452100           -   1473810?         | 2s.2p.(3P*).4p        | 2D      | 3/2 | 2s.2p.(3P*).4d        | 2P*      | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   461.338      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   461.455      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na V      |                                |                   461.8        |         | 1.23e+07  | B    |   919070           -    940720          | 2s.2p3.(3P*).3s       | 4P*     | 5/2 | 2s2.2p2.(3P).4d       | 4P       | 5/2 |   6 - 6   |    |               u21,LS |                |
